Processor,Time,Bags
BELT 4,10:15:00 AM,2
BELT 3,10:15:00 AM,20
BELT 1,10:16:00 AM,62
BELT 2,10:16:00 AM,0
BELT 4,10:16:00 AM,14
BELT 3,10:16:00 AM,40
BELT 1,10:17:00 AM,66
BELT 2,10:17:00 AM,0
BELT 4,10:17:00 AM,16
BELT 3,10:17:00 AM,58
BELT 1,10:18:00 AM,51
BELT 2,10:18:00 AM,0
BELT 4,10:18:00 AM,16
BELT 3,10:18:00 AM,51
BELT 1,10:19:00 AM,36
BELT 2,10:19:00 AM,0
BELT 4,10:19:00 AM,21
BELT 3,10:19:00 AM,52
BELT 1,10:20:00 AM,14
BELT 2,10:20:00 AM,0
BELT 4,10:20:00 AM,19
BELT 3,10:20:00 AM,59
BELT 1,10:21:00 AM,2
BELT 2,10:21:00 AM,0
BELT 4,10:21:00 AM,22
BELT 3,10:21:00 AM,78
BELT 1,10:22:00 AM,0
BELT 2,10:22:00 AM,0
BELT 4,10:22:00 AM,21
BELT 3,10:22:00 AM,85
BELT 1,10:23:00 AM,0
BELT 2,10:23:00 AM,0
BELT 4,10:23:00 AM,24
BELT 3,10:23:00 AM,87
BELT 1,10:24:00 AM,0
BELT 2,10:24:00 AM,0
BELT 4,10:24:00 AM,23
BELT 3,10:24:00 AM,89
BELT 1,10:25:00 AM,0
BELT 2,10:25:00 AM,7
BELT 4,10:25:00 AM,17
BELT 3,10:25:00 AM,80
BELT 1,10:26:00 AM,0
BELT 2,10:26:00 AM,21
BELT 4,10:26:00 AM,11
BELT 3,10:26:00 AM,74
BELT 1,10:27:00 AM,0
BELT 2,10:27:00 AM,37
BELT 4,10:27:00 AM,11
BELT 3,10:27:00 AM,71
BELT 1,10:28:00 AM,0
BELT 2,10:28:00 AM,40
BELT 4,10:28:00 AM,9
BELT 3,10:28:00 AM,82
BELT 1,10:29:00 AM,0
BELT 2,10:29:00 AM,49
BELT 4,10:29:00 AM,4
BELT 3,10:29:00 AM,77
BELT 1,10:30:00 AM,0
BELT 2,10:30:00 AM,41
BELT 4,10:30:00 AM,1
BELT 3,10:30:00 AM,69
BELT 1,10:31:00 AM,0
BELT 2,10:31:00 AM,39
BELT 4,10:31:00 AM,1
BELT 3,10:31:00 AM,55
BELT 1,10:32:00 AM,0
BELT 2,10:32:00 AM,51
BELT 4,10:32:00 AM,1
BELT 3,10:32:00 AM,44
BELT 1,10:33:00 AM,0
BELT 2,10:33:00 AM,46
BELT 4,10:33:00 AM,0
BELT 3,10:33:00 AM,35
BELT 1,10:34:00 AM,0
BELT 2,10:34:00 AM,51
BELT 4,10:34:00 AM,0
BELT 3,10:34:00 AM,26
BELT 1,10:35:00 AM,0
BELT 2,10:35:00 AM,47
BELT 4,10:35:00 AM,0
BELT 3,10:35:00 AM,20
BELT 1,10:36:00 AM,0
BELT 2,10:36:00 AM,36
BELT 4,10:36:00 AM,0
BELT 3,10:36:00 AM,13
BELT 1,10:37:00 AM,0
BELT 2,10:37:00 AM,28
BELT 4,10:37:00 AM,0
BELT 3,10:37:00 AM,6
BELT 1,10:38:00 AM,0
BELT 2,10:38:00 AM,24
BELT 4,10:38:00 AM,0
BELT 3,10:38:00 AM,3
BELT 1,10:39:00 AM,0
BELT 2,10:39:00 AM,20
BELT 4,10:39:00 AM,0
BELT 3,10:39:00 AM,2
BELT 1,10:40:00 AM,0
BELT 2,10:40:00 AM,13
BELT 4,10:40:00 AM,0
BELT 3,10:40:00 AM,17
BELT 1,10:41:00 AM,0
BELT 2,10:41:00 AM,9
BELT 4,10:41:00 AM,0
BELT 3,10:41:00 AM,31
BELT 1,10:42:00 AM,0
BELT 2,10:42:00 AM,4
BELT 4,10:42:00 AM,0
BELT 3,10:42:00 AM,35
BELT 1,10:43:00 AM,0
BELT 2,10:43:00 AM,1
BELT 4,10:43:00 AM,0
BELT 3,10:43:00 AM,29
BELT 1,10:44:00 AM,0
BELT 2,10:44:00 AM,0
BELT 4,10:44:00 AM,0
BELT 3,10:44:00 AM,27
BELT 1,10:45:00 AM,0
BELT 2,10:45:00 AM,0
BELT 4,10:45:00 AM,0
BELT 3,10:45:00 AM,15
BELT 1,10:46:00 AM,0
BELT 2,10:46:00 AM,0
BELT 4,10:46:00 AM,0
BELT 3,10:46:00 AM,22
BELT 1,10:47:00 AM,0
BELT 2,10:47:00 AM,0
BELT 4,10:47:00 AM,0
BELT 3,10:47:00 AM,15
BELT 1,10:48:00 AM,0
BELT 2,10:48:00 AM,0
BELT 4,10:48:00 AM,0
BELT 3,10:48:00 AM,15
BELT 1,10:49:00 AM,0
BELT 2,10:49:00 AM,0
BELT 4,10:49:00 AM,0
BELT 3,10:49:00 AM,20
BELT 1,10:50:00 AM,0
BELT 2,10:50:00 AM,10
BELT 4,10:50:00 AM,0
BELT 3,10:50:00 AM,2
BELT 1,10:51:00 AM,0
BELT 2,10:51:00 AM,27
BELT 4,10:51:00 AM,0
BELT 3,10:51:00 AM,0
BELT 1,10:52:00 AM,0
BELT 2,10:52:00 AM,34
BELT 4,10:52:00 AM,0
BELT 3,10:52:00 AM,0
BELT 1,10:53:00 AM,0
BELT 2,10:53:00 AM,38
BELT 4,10:53:00 AM,0
BELT 3,10:53:00 AM,0
BELT 1,10:54:00 AM,0
BELT 2,10:54:00 AM,39
BELT 4,10:54:00 AM,0
BELT 3,10:54:00 AM,0
BELT 1,10:55:00 AM,0
BELT 2,10:55:00 AM,29
BELT 4,10:55:00 AM,0
BELT 3,10:55:00 AM,0
BELT 1,10:56:00 AM,0
BELT 2,10:56:00 AM,28
BELT 4,10:56:00 AM,0
BELT 3,10:56:00 AM,0
BELT 1,10:57:00 AM,0
BELT 2,10:57:00 AM,14
BELT 4,10:57:00 AM,0
BELT 3,10:57:00 AM,0
BELT 1,10:58:00 AM,0
BELT 2,10:58:00 AM,18
BELT 4,10:58:00 AM,0
BELT 3,10:58:00 AM,0
BELT 1,10:59:00 AM,0
BELT 2,10:59:00 AM,16
BELT 4,10:59:00 AM,0
BELT 3,10:59:00 AM,0
BELT 1,11:00:00 AM,0
BELT 2,11:00:00 AM,4
BELT 4,11:00:00 AM,0
BELT 3,11:00:00 AM,0
BELT 1,11:01:00 AM,0
BELT 2,11:01:00 AM,0
BELT 4,11:01:00 AM,0
BELT 3,11:01:00 AM,0
BELT 1,11:02:00 AM,0
BELT 2,11:02:00 AM,0
BELT 4,11:02:00 AM,0
BELT 3,11:02:00 AM,0
BELT 1,11:03:00 AM,0
BELT 2,11:03:00 AM,0
BELT 4,11:03:00 AM,0
BELT 3,11:03:00 AM,0
BELT 1,11:04:00 AM,0
BELT 2,11:04:00 AM,0
BELT 4,11:04:00 AM,0
BELT 3,11:04:00 AM,0
BELT 1,11:05:00 AM,0
BELT 2,11:05:00 AM,0
BELT 4,11:05:00 AM,0
BELT 3,11:05:00 AM,0
BELT 1,11:06:00 AM,0
BELT 2,11:06:00 AM,0
BELT 4,11:06:00 AM,0
BELT 3,11:06:00 AM,0
BELT 1,11:07:00 AM,0
BELT 2,11:07:00 AM,0
BELT 4,11:07:00 AM,0
BELT 3,11:07:00 AM,0
BELT 1,11:08:00 AM,0
BELT 2,11:08:00 AM,0
BELT 4,11:08:00 AM,0
BELT 3,11:08:00 AM,0
BELT 1,11:09:00 AM,0
BELT 2,11:09:00 AM,0
BELT 4,11:09:00 AM,0
BELT 3,11:09:00 AM,0
BELT 1,11:10:00 AM,8
BELT 2,11:10:00 AM,0
BELT 4,11:10:00 AM,0
BELT 3,11:10:00 AM,0
BELT 1,11:11:00 AM,12
BELT 2,11:11:00 AM,0
BELT 4,11:11:00 AM,0
BELT 3,11:11:00 AM,0
BELT 1,11:12:00 AM,8
BELT 2,11:12:00 AM,0
BELT 4,11:12:00 AM,0
BELT 3,11:12:00 AM,0
BELT 1,11:13:00 AM,16
BELT 2,11:13:00 AM,0
BELT 4,11:13:00 AM,0
BELT 3,11:13:00 AM,0
BELT 1,11:14:00 AM,13
BELT 2,11:14:00 AM,0
BELT 4,11:14:00 AM,0
BELT 3,11:14:00 AM,0
BELT 1,11:15:00 AM,32
BELT 2,11:15:00 AM,0
BELT 4,11:15:00 AM,0
BELT 3,11:15:00 AM,6
BELT 1,11:16:00 AM,45
BELT 2,11:16:00 AM,0
BELT 4,11:16:00 AM,0
BELT 3,11:16:00 AM,8
BELT 1,11:17:00 AM,64
BELT 2,11:17:00 AM,0
BELT 4,11:17:00 AM,0
BELT 3,11:17:00 AM,11
BELT 1,11:18:00 AM,77
BELT 2,11:18:00 AM,0
BELT 4,11:18:00 AM,0
BELT 3,11:18:00 AM,11
BELT 1,11:19:00 AM,92
BELT 2,11:19:00 AM,0
BELT 4,11:19:00 AM,0
BELT 3,11:19:00 AM,14
BELT 1,11:20:00 AM,90
BELT 2,11:20:00 AM,8
BELT 4,11:20:00 AM,7
BELT 3,11:20:00 AM,10
BELT 1,11:21:00 AM,80
BELT 2,11:21:00 AM,23
BELT 4,11:21:00 AM,16
BELT 3,11:21:00 AM,17
BELT 1,11:22:00 AM,82
BELT 2,11:22:00 AM,42
BELT 4,11:22:00 AM,29
BELT 3,11:22:00 AM,9
BELT 1,11:23:00 AM,87
BELT 2,11:23:00 AM,57
BELT 4,11:23:00 AM,36
BELT 3,11:23:00 AM,17
BELT 1,11:24:00 AM,73
BELT 2,11:24:00 AM,66
BELT 4,11:24:00 AM,39
BELT 3,11:24:00 AM,16
BELT 1,11:25:00 AM,51
BELT 2,11:25:00 AM,75
BELT 4,11:25:00 AM,41
BELT 3,11:25:00 AM,17
BELT 1,11:26:00 AM,30
BELT 2,11:26:00 AM,80
BELT 4,11:26:00 AM,34
BELT 3,11:26:00 AM,27
BELT 1,11:27:00 AM,21
BELT 2,11:27:00 AM,75
BELT 4,11:27:00 AM,29
BELT 3,11:27:00 AM,32
BELT 1,11:28:00 AM,19
BELT 2,11:28:00 AM,82
BELT 4,11:28:00 AM,31
BELT 3,11:28:00 AM,35
BELT 1,11:29:00 AM,8
BELT 2,11:29:00 AM,80
BELT 4,11:29:00 AM,20
BELT 3,11:29:00 AM,33
BELT 1,11:30:00 AM,6
BELT 2,11:30:00 AM,56
BELT 4,11:30:00 AM,19
BELT 3,11:30:00 AM,30
BELT 1,11:31:00 AM,4
BELT 2,11:31:00 AM,35
BELT 4,11:31:00 AM,14
BELT 3,11:31:00 AM,22
BELT 1,11:32:00 AM,2
BELT 2,11:32:00 AM,26
BELT 4,11:32:00 AM,5
BELT 3,11:32:00 AM,25
BELT 1,11:33:00 AM,2
BELT 2,11:33:00 AM,23
BELT 4,11:33:00 AM,2
BELT 3,11:33:00 AM,19
BELT 1,11:34:00 AM,2
BELT 2,11:34:00 AM,15
BELT 4,11:34:00 AM,2
BELT 3,11:34:00 AM,14
BELT 1,11:35:00 AM,2
BELT 2,11:35:00 AM,7
BELT 4,11:35:00 AM,1
BELT 3,11:35:00 AM,9
BELT 1,11:36:00 AM,0
BELT 2,11:36:00 AM,2
BELT 4,11:36:00 AM,0
BELT 3,11:36:00 AM,0
BELT 1,11:37:00 AM,0
BELT 2,11:37:00 AM,0
BELT 4,11:37:00 AM,0
BELT 3,11:37:00 AM,0
BELT 1,11:38:00 AM,0
BELT 2,11:38:00 AM,0
BELT 4,11:38:00 AM,0
BELT 3,11:38:00 AM,0
BELT 1,11:39:00 AM,0
BELT 2,11:39:00 AM,0
BELT 4,11:39:00 AM,0
BELT 3,11:39:00 AM,0
BELT 1,11:40:00 AM,0
BELT 2,11:40:00 AM,0
BELT 4,11:40:00 AM,0
BELT 3,11:40:00 AM,0
BELT 1,11:41:00 AM,0
BELT 2,11:41:00 AM,0
BELT 4,11:41:00 AM,0
BELT 3,11:41:00 AM,0
BELT 1,11:42:00 AM,0
BELT 2,11:42:00 AM,0
BELT 4,11:42:00 AM,0
BELT 3,11:42:00 AM,0
BELT 1,11:43:00 AM,0
BELT 2,11:43:00 AM,0
BELT 4,11:43:00 AM,0
BELT 3,11:43:00 AM,0
BELT 1,11:44:00 AM,0
BELT 2,11:44:00 AM,0
BELT 4,11:44:00 AM,0
BELT 3,11:44:00 AM,0
BELT 1,11:45:00 AM,0
BELT 2,11:45:00 AM,0
BELT 4,11:45:00 AM,0
BELT 3,11:45:00 AM,0
BELT 1,11:46:00 AM,0
BELT 2,11:46:00 AM,0
BELT 4,11:46:00 AM,0
BELT 3,11:46:00 AM,0
BELT 1,11:47:00 AM,0
BELT 2,11:47:00 AM,0
BELT 4,11:47:00 AM,0
BELT 3,11:47:00 AM,0
BELT 1,11:48:00 AM,0
BELT 2,11:48:00 AM,0
BELT 4,11:48:00 AM,0
BELT 3,11:48:00 AM,0
BELT 1,11:49:00 AM,0
BELT 2,11:49:00 AM,0
BELT 4,11:49:00 AM,0
BELT 3,11:49:00 AM,0
BELT 1,11:50:00 AM,0
BELT 2,11:50:00 AM,0
BELT 4,11:50:00 AM,0
BELT 3,11:50:00 AM,0
BELT 1,11:51:00 AM,0
BELT 2,11:51:00 AM,0
BELT 4,11:51:00 AM,0
BELT 3,11:51:00 AM,0
BELT 1,11:52:00 AM,0
BELT 2,11:52:00 AM,0
BELT 4,11:52:00 AM,0
BELT 3,11:52:00 AM,0
BELT 1,11:53:00 AM,0
BELT 2,11:53:00 AM,0
BELT 4,11:53:00 AM,0
BELT 3,11:53:00 AM,0
BELT 1,11:54:00 AM,0
BELT 2,11:54:00 AM,0
BELT 4,11:54:00 AM,0
BELT 3,11:54:00 AM,0
BELT 1,11:55:00 AM,0
BELT 2,11:55:00 AM,8
BELT 4,11:55:00 AM,6
BELT 3,11:55:00 AM,0
BELT 1,11:56:00 AM,0
BELT 2,11:56:00 AM,18
BELT 4,11:56:00 AM,4
BELT 3,11:56:00 AM,0
BELT 1,11:57:00 AM,0
BELT 2,11:57:00 AM,26
BELT 4,11:57:00 AM,7
BELT 3,11:57:00 AM,0
BELT 1,11:58:00 AM,0
BELT 2,11:58:00 AM,28
BELT 4,11:58:00 AM,7
BELT 3,11:58:00 AM,0
BELT 1,11:59:00 AM,0
BELT 2,11:59:00 AM,32
BELT 4,11:59:00 AM,1
BELT 3,11:59:00 AM,0
BELT 1,12:00:00 PM,25
BELT 2,12:00:00 PM,27
BELT 4,12:00:00 PM,3
BELT 3,12:00:00 PM,0
BELT 1,12:01:00 PM,81
BELT 2,12:01:00 PM,19
BELT 4,12:01:00 PM,2
BELT 3,12:01:00 PM,0
BELT 1,12:02:00 PM,113
BELT 2,12:02:00 PM,18
BELT 4,12:02:00 PM,5
BELT 3,12:02:00 PM,0
BELT 1,12:03:00 PM,146
BELT 2,12:03:00 PM,24
BELT 4,12:03:00 PM,5
BELT 3,12:03:00 PM,0
BELT 1,12:04:00 PM,160
BELT 2,12:04:00 PM,17
BELT 4,12:04:00 PM,8
BELT 3,12:04:00 PM,0
BELT 1,12:05:00 PM,160
BELT 2,12:05:00 PM,12
BELT 4,12:05:00 PM,2
BELT 3,12:05:00 PM,0
BELT 1,12:06:00 PM,160
BELT 2,12:06:00 PM,5
BELT 4,12:06:00 PM,0
BELT 3,12:06:00 PM,0
BELT 1,12:07:00 PM,160
BELT 2,12:07:00 PM,3
BELT 4,12:07:00 PM,0
BELT 3,12:07:00 PM,0
BELT 1,12:08:00 PM,160
BELT 2,12:08:00 PM,3
BELT 4,12:08:00 PM,0
BELT 3,12:08:00 PM,0
BELT 1,12:09:00 PM,160
BELT 2,12:09:00 PM,0
BELT 4,12:09:00 PM,0
BELT 3,12:09:00 PM,0
BELT 1,12:10:00 PM,160
BELT 2,12:10:00 PM,6
BELT 4,12:10:00 PM,0
BELT 3,12:10:00 PM,12
BELT 1,12:11:00 PM,160
BELT 2,12:11:00 PM,17
BELT 4,12:11:00 PM,0
BELT 3,12:11:00 PM,24
BELT 1,12:12:00 PM,160
BELT 2,12:12:00 PM,21
BELT 4,12:12:00 PM,0
BELT 3,12:12:00 PM,25
BELT 1,12:13:00 PM,160
BELT 2,12:13:00 PM,16
BELT 4,12:13:00 PM,0
BELT 3,12:13:00 PM,25
BELT 1,12:14:00 PM,160
BELT 2,12:14:00 PM,18
BELT 4,12:14:00 PM,0
BELT 3,12:14:00 PM,28
BELT 1,12:15:00 PM,160
BELT 2,12:15:00 PM,25
BELT 4,12:15:00 PM,0
BELT 3,12:15:00 PM,32
BELT 1,12:16:00 PM,160
BELT 2,12:16:00 PM,21
BELT 4,12:16:00 PM,0
BELT 3,12:16:00 PM,31
BELT 1,12:17:00 PM,160
BELT 2,12:17:00 PM,30
BELT 4,12:17:00 PM,0
BELT 3,12:17:00 PM,39
BELT 1,12:18:00 PM,160
BELT 2,12:18:00 PM,21
BELT 4,12:18:00 PM,0
BELT 3,12:18:00 PM,27
BELT 1,12:19:00 PM,160
BELT 2,12:19:00 PM,26
BELT 4,12:19:00 PM,13
BELT 3,12:19:00 PM,31
BELT 1,12:20:00 PM,160
BELT 2,12:20:00 PM,17
BELT 4,12:20:00 PM,33
BELT 3,12:20:00 PM,21
BELT 1,12:21:00 PM,160
BELT 2,12:21:00 PM,36
BELT 4,12:21:00 PM,45
BELT 3,12:21:00 PM,35
BELT 1,12:22:00 PM,160
BELT 2,12:22:00 PM,41
BELT 4,12:22:00 PM,58
BELT 3,12:22:00 PM,49
BELT 1,12:23:00 PM,160
BELT 2,12:23:00 PM,44
BELT 4,12:23:00 PM,64
BELT 3,12:23:00 PM,64
BELT 1,12:24:00 PM,160
BELT 2,12:24:00 PM,54
BELT 4,12:24:00 PM,74
BELT 3,12:24:00 PM,72
BELT 1,12:25:00 PM,160
BELT 2,12:25:00 PM,66
BELT 4,12:25:00 PM,74
BELT 3,12:25:00 PM,90
BELT 1,12:26:00 PM,160
BELT 2,12:26:00 PM,56
BELT 4,12:26:00 PM,83
BELT 3,12:26:00 PM,88
BELT 1,12:27:00 PM,160
BELT 2,12:27:00 PM,62
BELT 4,12:27:00 PM,92
BELT 3,12:27:00 PM,91
BELT 1,12:28:00 PM,160
BELT 2,12:28:00 PM,60
BELT 4,12:28:00 PM,96
BELT 3,12:28:00 PM,92
BELT 1,12:29:00 PM,160
BELT 2,12:29:00 PM,55
BELT 4,12:29:00 PM,94
BELT 3,12:29:00 PM,84
BELT 1,12:30:00 PM,160
BELT 2,12:30:00 PM,51
BELT 4,12:30:00 PM,73
BELT 3,12:30:00 PM,69
BELT 1,12:31:00 PM,160
BELT 2,12:31:00 PM,45
BELT 4,12:31:00 PM,62
BELT 3,12:31:00 PM,57
BELT 1,12:32:00 PM,160
BELT 2,12:32:00 PM,44
BELT 4,12:32:00 PM,46
BELT 3,12:32:00 PM,56
BELT 1,12:33:00 PM,160
BELT 2,12:33:00 PM,44
BELT 4,12:33:00 PM,42
BELT 3,12:33:00 PM,51
BELT 1,12:34:00 PM,160
BELT 2,12:34:00 PM,50
BELT 4,12:34:00 PM,42
BELT 3,12:34:00 PM,48
BELT 1,12:35:00 PM,160
BELT 2,12:35:00 PM,66
BELT 4,12:35:00 PM,44
BELT 3,12:35:00 PM,46
BELT 1,12:36:00 PM,160
BELT 2,12:36:00 PM,71
BELT 4,12:36:00 PM,46
BELT 3,12:36:00 PM,46
BELT 1,12:37:00 PM,160
BELT 2,12:37:00 PM,76
BELT 4,12:37:00 PM,47
BELT 3,12:37:00 PM,45
BELT 1,12:38:00 PM,160
BELT 2,12:38:00 PM,76
BELT 4,12:38:00 PM,51
BELT 3,12:38:00 PM,45
BELT 1,12:39:00 PM,160
BELT 2,12:39:00 PM,81
BELT 4,12:39:00 PM,57
BELT 3,12:39:00 PM,55
BELT 1,12:40:00 PM,160
BELT 2,12:40:00 PM,88
BELT 4,12:40:00 PM,58
BELT 3,12:40:00 PM,76
BELT 1,12:41:00 PM,160
BELT 2,12:41:00 PM,113
BELT 4,12:41:00 PM,59
BELT 3,12:41:00 PM,87
BELT 1,12:42:00 PM,160
BELT 2,12:42:00 PM,119
BELT 4,12:42:00 PM,65
BELT 3,12:42:00 PM,86
BELT 1,12:43:00 PM,160
BELT 2,12:43:00 PM,128
BELT 4,12:43:00 PM,59
BELT 3,12:43:00 PM,93
BELT 1,12:44:00 PM,160
BELT 2,12:44:00 PM,120
BELT 4,12:44:00 PM,56
BELT 3,12:44:00 PM,90
BELT 1,12:45:00 PM,160
BELT 2,12:45:00 PM,107
BELT 4,12:45:00 PM,57
BELT 3,12:45:00 PM,91
BELT 1,12:46:00 PM,160
BELT 2,12:46:00 PM,108
BELT 4,12:46:00 PM,70
BELT 3,12:46:00 PM,98
BELT 1,12:47:00 PM,160
BELT 2,12:47:00 PM,108
BELT 4,12:47:00 PM,79
BELT 3,12:47:00 PM,102
BELT 1,12:48:00 PM,160
BELT 2,12:48:00 PM,116
BELT 4,12:48:00 PM,78
BELT 3,12:48:00 PM,97
BELT 1,12:49:00 PM,160
BELT 2,12:49:00 PM,108
BELT 4,12:49:00 PM,75
BELT 3,12:49:00 PM,93
BELT 1,12:50:00 PM,160
BELT 2,12:50:00 PM,100
BELT 4,12:50:00 PM,65
BELT 3,12:50:00 PM,90
BELT 1,12:51:00 PM,160
BELT 2,12:51:00 PM,95
BELT 4,12:51:00 PM,63
BELT 3,12:51:00 PM,85
BELT 1,12:52:00 PM,160
BELT 2,12:52:00 PM,92
BELT 4,12:52:00 PM,65
BELT 3,12:52:00 PM,85
BELT 1,12:53:00 PM,160
BELT 2,12:53:00 PM,89
BELT 4,12:53:00 PM,64
BELT 3,12:53:00 PM,78
BELT 1,12:54:00 PM,160
BELT 2,12:54:00 PM,88
BELT 4,12:54:00 PM,73
BELT 3,12:54:00 PM,76
BELT 1,12:55:00 PM,160
BELT 2,12:55:00 PM,85
BELT 4,12:55:00 PM,72
BELT 3,12:55:00 PM,74
BELT 1,12:56:00 PM,160
BELT 2,12:56:00 PM,81
BELT 4,12:56:00 PM,66
BELT 3,12:56:00 PM,73
BELT 1,12:57:00 PM,160
BELT 2,12:57:00 PM,76
BELT 4,12:57:00 PM,65
BELT 3,12:57:00 PM,72
BELT 1,12:58:00 PM,160
BELT 2,12:58:00 PM,72
BELT 4,12:58:00 PM,64
BELT 3,12:58:00 PM,68
BELT 1,12:59:00 PM,160
BELT 2,12:59:00 PM,68
BELT 4,12:59:00 PM,62
BELT 3,12:59:00 PM,66
BELT 1,1:00:00 PM,160
BELT 2,1:00:00 PM,64
BELT 4,1:00:00 PM,61
BELT 3,1:00:00 PM,75
BELT 1,1:01:00 PM,160
BELT 2,1:01:00 PM,63
BELT 4,1:01:00 PM,59
BELT 3,1:01:00 PM,99
BELT 1,1:02:00 PM,160
BELT 2,1:02:00 PM,54
BELT 4,1:02:00 PM,59
BELT 3,1:02:00 PM,109
BELT 1,1:03:00 PM,160
BELT 2,1:03:00 PM,50
BELT 4,1:03:00 PM,59
BELT 3,1:03:00 PM,121
BELT 1,1:04:00 PM,160
BELT 2,1:04:00 PM,49
BELT 4,1:04:00 PM,56
BELT 3,1:04:00 PM,133
BELT 1,1:05:00 PM,160
BELT 2,1:05:00 PM,51
BELT 4,1:05:00 PM,54
BELT 3,1:05:00 PM,134
BELT 1,1:06:00 PM,160
BELT 2,1:06:00 PM,64
BELT 4,1:06:00 PM,54
BELT 3,1:06:00 PM,151
BELT 1,1:07:00 PM,160
BELT 2,1:07:00 PM,72
BELT 4,1:07:00 PM,51
BELT 3,1:07:00 PM,160
BELT 1,1:08:00 PM,160
BELT 2,1:08:00 PM,73
BELT 4,1:08:00 PM,50
BELT 3,1:08:00 PM,160
BELT 1,1:09:00 PM,160
BELT 2,1:09:00 PM,72
BELT 4,1:09:00 PM,50
BELT 3,1:09:00 PM,160
BELT 1,1:10:00 PM,160
BELT 2,1:10:00 PM,61
BELT 4,1:10:00 PM,59
BELT 3,1:10:00 PM,149
BELT 1,1:11:00 PM,160
BELT 2,1:11:00 PM,63
BELT 4,1:11:00 PM,71
BELT 3,1:11:00 PM,127
BELT 1,1:12:00 PM,160
BELT 2,1:12:00 PM,66
BELT 4,1:12:00 PM,84
BELT 3,1:12:00 PM,106
BELT 1,1:13:00 PM,160
BELT 2,1:13:00 PM,64
BELT 4,1:13:00 PM,100
BELT 3,1:13:00 PM,103
BELT 1,1:14:00 PM,160
BELT 2,1:14:00 PM,67
BELT 4,1:14:00 PM,93
BELT 3,1:14:00 PM,96
BELT 1,1:15:00 PM,160
BELT 2,1:15:00 PM,57
BELT 4,1:15:00 PM,88
BELT 3,1:15:00 PM,100
BELT 1,1:16:00 PM,160
BELT 2,1:16:00 PM,55
BELT 4,1:16:00 PM,94
BELT 3,1:16:00 PM,115
BELT 1,1:17:00 PM,160
BELT 2,1:17:00 PM,54
BELT 4,1:17:00 PM,99
BELT 3,1:17:00 PM,128
BELT 1,1:18:00 PM,160
BELT 2,1:18:00 PM,49
BELT 4,1:18:00 PM,100
BELT 3,1:18:00 PM,127
BELT 1,1:19:00 PM,160
BELT 2,1:19:00 PM,47
BELT 4,1:19:00 PM,100
BELT 3,1:19:00 PM,133
BELT 1,1:20:00 PM,160
BELT 2,1:20:00 PM,48
BELT 4,1:20:00 PM,99
BELT 3,1:20:00 PM,142
BELT 1,1:21:00 PM,160
BELT 2,1:21:00 PM,52
BELT 4,1:21:00 PM,99
BELT 3,1:21:00 PM,124
BELT 1,1:22:00 PM,160
BELT 2,1:22:00 PM,52
BELT 4,1:22:00 PM,92
BELT 3,1:22:00 PM,125
BELT 1,1:23:00 PM,160
BELT 2,1:23:00 PM,54
BELT 4,1:23:00 PM,81
BELT 3,1:23:00 PM,121
BELT 1,1:24:00 PM,160
BELT 2,1:24:00 PM,53
BELT 4,1:24:00 PM,71
BELT 3,1:24:00 PM,130
BELT 1,1:25:00 PM,160
BELT 2,1:25:00 PM,56
BELT 4,1:25:00 PM,60
BELT 3,1:25:00 PM,116
BELT 1,1:26:00 PM,160
BELT 2,1:26:00 PM,50
BELT 4,1:26:00 PM,60
BELT 3,1:26:00 PM,111
BELT 1,1:27:00 PM,160
BELT 2,1:27:00 PM,52
BELT 4,1:27:00 PM,60
BELT 3,1:27:00 PM,109
BELT 1,1:28:00 PM,160
BELT 2,1:28:00 PM,43
BELT 4,1:28:00 PM,60
BELT 3,1:28:00 PM,102
BELT 1,1:29:00 PM,160
BELT 2,1:29:00 PM,44
BELT 4,1:29:00 PM,60
BELT 3,1:29:00 PM,91
BELT 1,1:30:00 PM,160
BELT 2,1:30:00 PM,42
BELT 4,1:30:00 PM,60
BELT 3,1:30:00 PM,86
BELT 1,1:31:00 PM,160
BELT 2,1:31:00 PM,36
BELT 4,1:31:00 PM,60
BELT 3,1:31:00 PM,79
BELT 1,1:32:00 PM,160
BELT 2,1:32:00 PM,33
BELT 4,1:32:00 PM,60
BELT 3,1:32:00 PM,76
BELT 1,1:33:00 PM,160
BELT 2,1:33:00 PM,32
BELT 4,1:33:00 PM,60
BELT 3,1:33:00 PM,73
BELT 1,1:34:00 PM,160
BELT 2,1:34:00 PM,31
BELT 4,1:34:00 PM,60
BELT 3,1:34:00 PM,72
BELT 1,1:35:00 PM,159
BELT 2,1:35:00 PM,40
BELT 4,1:35:00 PM,60
BELT 3,1:35:00 PM,72
BELT 1,1:36:00 PM,153
BELT 2,1:36:00 PM,65
BELT 4,1:36:00 PM,60
BELT 3,1:36:00 PM,72
BELT 1,1:37:00 PM,150
BELT 2,1:37:00 PM,84
BELT 4,1:37:00 PM,60
BELT 3,1:37:00 PM,68
BELT 1,1:38:00 PM,153
BELT 2,1:38:00 PM,84
BELT 4,1:38:00 PM,60
BELT 3,1:38:00 PM,62
BELT 1,1:39:00 PM,157
BELT 2,1:39:00 PM,92
BELT 4,1:39:00 PM,60
BELT 3,1:39:00 PM,58
BELT 1,1:40:00 PM,152
BELT 2,1:40:00 PM,96
BELT 4,1:40:00 PM,56
BELT 3,1:40:00 PM,56
